warehouse_name,sku_id,order_date,min,max,mean,std,price_diff
India,0f22894,2022-09-17,669.6,4017.6,2901.6,1932.968701246867,3348.0
India,0f22894,2022-09-20,669.6,4017.6000000000004,2343.6000000000004,2367.393503412561,3348.0000000000005
India,0f22894,2022-09-23,669.6,4017.6000000000004,2343.6000000000004,1932.9687012468673,3348.0000000000005
India,0f22894,2022-09-26,682.0,4019.16,2350.58,2359.728465904499,3337.16
India,0f750be,2023-09-18,317.8,935.4,832.4666666666667,240.40047395707828,617.5999999999999
India,0f750be,2023-09-19,317.8,935.4,472.2,285.89324680976387,617.5999999999999
India,0f750be,2023-09-24,317.8,935.4,564.8399999999999,338.2734515151906,617.5999999999999
India,0f750be,2023-09-26,317.8,935.4,626.6,436.70914806081174,617.5999999999999
India,0f750be,2023-09-29,317.8,935.4,626.6,436.70914806081174,617.5999999999999
India,0f750be,2023-10-02,317.8,935.4,523.6666666666666,356.57152625151286,617.5999999999999
India,0f750be,2023-10-04,317.8,935.4,523.6666666666666,356.57152625151286,617.5999999999999
India,0f750be,2023-10-17,317.8,935.4,626.5999999999999,356.57152625151286,617.5999999999999
India,0fae957,2023-09-04,372.54,731.6400000000001,552.09,253.9220451240893,359.1000000000001
India,0fae957,2023-09-09,372.54,731.6400000000001,552.09,253.9220451240893,359.1000000000001
India,0fae957,2023-09-15,372.54,731.6400000000001,552.09,207.32648166599466,359.1000000000001
India,0fae957,2023-09-19,372.54,731.6400000000001,492.24000000000007,207.32648166599466,359.1000000000001
India,0fae957,2023-09-24,372.54,731.6400000000001,492.24,207.32648166599466,359.1000000000001
India,0fae957,2023-10-28,372.54,731.6400000000001,588.0,196.6871704001052,359.1000000000001
India,0fae957,2023-10-30,372.54,731.6400000000001,552.09,253.9220451240893,359.1000000000001
India,106c778,2022-10-18,567.0,4452.0,3157.0,2243.005795801696,3885.0
India,106c778,2022-10-27,567.0,4452.0,1862.0,2243.005795801696,3885.0
India,106c778,2022-11-12,572.25,4494.0,2533.125,2773.0960191183426,3921.75
India,106c778,2022-11-14,572.25,4494.0,2533.125,2264.223418194415,3921.75
India,106c778,2022-11-21,561.75,572.25,567.0,7.424621202458749,10.5
India,1078f62,2022-09-27,608.28,3581.4,2094.84,2102.313313281348,2973.12
India,1078f62,2022-11-07,615.3,3623.4,2119.35,2127.0479084872536,3008.1000000000004
India,113f98d,2023-09-26,267.71999999999997,267.72,267.72,0.0,5.684341886080802e-14
India,115df15,2023-09-06,22.5,135.0,78.75,79.5495128834866,112.5
India,1189f80,2023-10-28,540.0,1036.8000000000002,738.72,272.10856656856663,496.8000000000002
India,12062d8,2023-09-24,290.46,1161.84,726.15,616.1587069903337,871.3799999999999
India,12062d8,2023-10-16,295.65,1161.0,584.1,499.61005544324274,865.35
India,12062d8,2023-11-06,295.65,295.86,295.755,0.1484924240492007,0.21000000000003638
India,123636f,2022-11-01,458.8,8104.32,2370.18,3822.7599999999998,7645.5199999999995
India,12e2229,2023-09-19,213.36,418.91999999999996,281.88,118.68012133461944,205.55999999999995
India,12e2229,2023-11-22,426.72,5027.039999999999,1576.7999999999997,2300.1599999999994,4600.319999999999
India,135d4ea,2023-09-24,885.3000000000001,3476.5199999999995,1533.105,1295.61,2591.2199999999993
India,13a99b7,2023-10-20,343.75,1677.4999999999998,899.4791666666665,686.7860876636431,1333.7499999999998
India,13a99b7,2023-10-28,335.5,1677.4999999999998,657.0882352941177,583.4461129598354,1341.9999999999998
India,13a99b7,2023-10-29,343.75,1677.4999999999998,724.8214285714286,650.803361147553,1333.7499999999998
India,13a99b7,2023-10-30,343.75,1677.4999999999998,586.25,539.5284399362093,1333.7499999999998
India,13cc85f,2022-11-29,41.400000000000006,82.80000000000001,69.00000000000001,23.90230114445051,41.400000000000006
India,13d4857,2023-11-22,937.37,1840.86,1163.2425,451.74499999999995,903.4899999999999
India,13f2c34,2022-09-15,16.92,796.8000000000001,276.88000000000005,402.7283002720321,779.8800000000001
India,13f2c34,2022-10-17,16.919999999999998,16.92,16.92,0.0,3.552713678800501e-15
India,13f2c34,2022-10-21,16.6,16.92,16.76,0.2262741699796954,0.3200000000000003
India,13f2c34,2023-11-17,100.08,296.64,198.35999999999999,138.98890891002776,196.56
India,14d4cca,2023-09-17,26.4,72.0,56.800000000000004,26.327172275046934,45.6
India,14d9144,2023-09-09,618.0,1206.0,912.0,415.77878733768995,588.0
